ID,Symbol,Compound_Name,Three letter code,MAP_denotion,IUPAC_Name,CXSMILES,,IUPAC_Name,Natural_Analog,Monomer_Type,Polymer_Type,R1,R2,R3,capped_SMILES,,,PubChem_CID,IUPAC_Condensed
269,Mono76,N.D,M076,{nnr:M76},(2S)-2-(4-aminobutylamino)-3-phenylpropanoic acid,[*]NCCCCN[C@@H](Cc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;_R2;$|,,(2S)-2-(4-aminobutylamino)-3-phenylpropanoic acid,F,Backbone,PEPTIDE,H,OH,-,CNCCCCN[C@H](C=O)Cc1ccccc1,,,N.D,N.D
270,Mono77,N.D,M077,{nnr:M77},(2S)-2-(5-aminopentylamino)-3-phenylpropanoic acid,[*]NCCCCCN[C@@H](Cc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,,(2S)-2-(5-aminopentylamino)-3-phenylpropanoic acid,F,Backbone,PEPTIDE,H,OH,-,CNCCCCCN[C@H](C=O)Cc1ccccc1,,,N.D,N.D
271,Mono78,N.D,M078,{nnr:M78},(2S)-2-(6-aminohexylamino)-3-phenylpropanoic acid,[*]NCCCCCCN[C@@H](Cc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;_R2;$|,,(2S)-2-(6-aminohexylamino)-3-phenylpropanoic acid,F,Backbone,PEPTIDE,H,OH,-,CNCCCCCCN[C@H](C=O)Cc1ccccc1,,,N.D,N.D
272,Mono79,N.D,M079,{nnr:M79},(2S)-2-(7-aminoheptylamino)-3-phenylpropanoic acid,[*]NCCCCCCCN[C@@H](Cc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;_R2;$|,,(2S)-2-(7-aminoheptylamino)-3-phenylpropanoic acid,F,Backbone,PEPTIDE,H,OH,-,CNCCCCCCCN[C@H](C=O)Cc1ccccc1,,,N.D,N.D
273,Mono80,N.D,M080,{nnr:M80},(2S)-2-(8-aminooctylamino)-3-phenylpropanoic acid,[*]NCCCCCCCCN[C@@H](Cc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,,(2S)-2-(8-aminooctylamino)-3-phenylpropanoic acid,F,Backbone,PEPTIDE,H,OH,-,CNCCCCCCCCN[C@H](C=O)Cc1ccccc1,,,N.D,N.D
274,Mono81,N.D,M081,{nnr:M81},(2S)-2-(9-aminononylamino)-3-phenylpropanoic acid,[*]NCCCCCCCCCN[C@@H](Cc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;;;_R2;$|,,(2S)-2-(9-aminononylamino)-3-phenylpropanoic acid,F,Backbone,PEPTIDE,H,OH,-,CNCCCCCCCCCN[C@H](C=O)Cc1ccccc1,,,N.D,N.D
275,Mono82,N.D,M082,{nnr:M82},(2S)-2-(10-aminodecylamino)-3-phenylpropanoic acid,[*]NCCCCCCCCCCN[C@@H](Cc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;;;;_R2;$|,,(2S)-2-(10-aminodecylamino)-3-phenylpropanoic acid,F,Backbone,PEPTIDE,H,OH,-,CNCCCCCCCCCCN[C@H](C=O)Cc1ccccc1,,,N.D,N.D
276,Mono83,N-(6-aminohexyl)glycine,M083,{nnr:M83},2-(6-aminohexylamino)acetic acid,[*]NCCCCCCNCC([*])=O |$_R1;;;;;;;;;;;_R2;$|,,2-(6-aminohexylamino)acetic acid,G,Backbone,PEPTIDE,H,OH,-,CNCCCCCCNCC=O,,,10442200,N.D
277,Mono84,N.D,M084,{nnr:M84},(2S)-2-(6-aminohexylamino)propanoic acid,C[C@H](NCCCCCCN[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,,(2S)-2-(6-aminohexylamino)propanoic acid,A,Backbone,PEPTIDE,H,OH,-,CNCCCCCCN[C@@H](C)C=O,,,122513635,N.D
278,Mono85,N.D,M085,{nnr:M85},(2R)-2-(6-aminohexylamino)propanoic acid,C[C@@H](NCCCCCCN[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,,(2R)-2-(6-aminohexylamino)propanoic acid,A,Backbone,PEPTIDE,H,OH,-,CNCCCCCCN[C@H](C)C=O,,,N.D,N.D
279,Mono86,N.D,M086,{nnr:M86},(2S)-2-(6-aminohexylamino)-4-methylpentanoic acid,CC(C)C[C@H](NCCCCCCN[*])C([*])=O |$;;;;;;;;;;;;;_R1;;_R2;$|,,(2S)-2-(6-aminohexylamino)-4-methylpentanoic acid,L,Backbone,PEPTIDE,H,OH,-,CNCCCCCCN[C@H](C=O)CC(C)C,,,N.D,N.D
280,Mono87,N.D,M087,{nnr:M87},(2R)-2-(6-aminohexylamino)-3-phenylpropanoic acid,[*]NCCCCCCN[C@H](Cc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;_R2;$|,,(2R)-2-(6-aminohexylamino)-3-phenylpropanoic acid,F,Backbone,PEPTIDE,H,OH,-,CNCCCCCCN[C@@H](C=O)Cc1ccccc1,,,N.D,N.D
281,Mono88,N.D,M088,{nnr:M88},(2S)-2-[6-aminohexyl(methyl)amino]-3-phenylpropanoic acid,CN(CCCCCCN[*])[C@@H](Cc1ccccc1)C([*])=O |$;;;;;;;;;_R1;;;;;;;;;;_R2;$|,,(2S)-2-[6-aminohexyl(methyl)amino]-3-phenylpropanoic acid,F,Backbone,PEPTIDE,H,OH,-,CNCCCCCCN(C)[C@H](C=O)Cc1ccccc1,,,N.D,N.D
282,Mono89,N.D,M089,{nnr:M89},2-[6-aminohexyl(benzyl)amino]acetic acid,[*]NCCCCCCN(CC([*])=O)Cc1ccccc1 |$_R1;;;;;;;;;;;_R2;;;;;;;;$|,,2-[6-aminohexyl(benzyl)amino]acetic acid,F,Backbone,PEPTIDE,H,OH,-,CNCCCCCCN(CC=O)Cc1ccccc1,,,N.D,N.D
283,Mono90,N.D,M090,{nnr:M90},(2S)-2-[6-(methylamino)hexylamino]-3-phenylpropanoic acid,CN([*])CCCCCCN[C@@H](Cc1ccccc1)C([*])=O |$;;_R1;;;;;;;;;;;;;;;;;_R2;$|,,(2S)-2-[6-(methylamino)hexylamino]-3-phenylpropanoic acid,F,Backbone,PEPTIDE,H,OH,-,CN(C)CCCCCCN[C@H](C=O)Cc1ccccc1,,,N.D,N.D
284,Mono91,N.D,M091,{nnr:M91},(2S)-2-[acetyl(6-aminohexyl)amino]-3-phenylpropanoic acid,CC(=O)N(CCCCCCN[*])[C@@H](Cc1ccccc1)C([*])=O |$;;;;;;;;;;;_R1;;;;;;;;;;_R2;$|,,(2S)-2-[acetyl(6-aminohexyl)amino]-3-phenylpropanoic acid,F,Backbone,PEPTIDE,H,OH,-,CNCCCCCCN(C(C)=O)[C@H](C=O)Cc1ccccc1,,,N.D,N.D
285,Mono92,N.D,M092,{nnr:M92},(2R)-5-amino-2-methylpentanoic acid,C[C@H](CCCN[*])C([*])=O |$;;;;;;_R1;;_R2;$|,,(2R)-5-amino-2-methylpentanoic acid,X,Backbone,PEPTIDE,H,OH,-,CNCCC[C@@H](C)C=O,,,97053182,N.D
286,Mono93,N.D,M093,{nnr:M93},(2S)-5-amino-2-methylpentanoic acid,C[C@@H](CCCN[*])C([*])=O |$;;;;;;_R1;;_R2;$|,,(2S)-5-amino-2-methylpentanoic acid,X,Backbone,PEPTIDE,H,OH,-,CNCCC[C@H](C)C=O,,,55284073,N.D
287,Mono94,N.D,M094,{nnr:M94},(3R)-5-amino-3-methylpentanoic acid,C[C@H](CCN[*])CC([*])=O |$;;;;;_R1;;;_R2;$|,,(3R)-5-amino-3-methylpentanoic acid,X,Backbone,PEPTIDE,H,OH,-,CNCC[C@@H](C)CC=O,,,96503353,N.D
288,Mono95,N.D,M095,{nnr:M95},(3S)-5-amino-3-methylpentanoic acid,C[C@@H](CCN[*])CC([*])=O |$;;;;;_R1;;;_R2;$|,,(3S)-5-amino-3-methylpentanoic acid,X,Backbone,PEPTIDE,H,OH,-,CNCC[C@H](C)CC=O,,,55290617,N.D
289,Mono96,N.D,M096,{nnr:M96},(4R)-5-amino-4-methylpentanoic acid,C[C@H](CCC([*])=O)CN[*] |$;;;;;_R2;;;;_R1$|,,(4R)-5-amino-4-methylpentanoic acid,X,Backbone,PEPTIDE,H,OH,-,CNC[C@H](C)CCC=O,,,88066643,N.D
290,Mono97,N.D,M097,{nnr:M97},(4S)-5-amino-4-methylpentanoic acid,C[C@@H](CCC([*])=O)CN[*] |$;;;;;_R2;;;;_R1$|,,(4S)-5-amino-4-methylpentanoic acid,X,Backbone,PEPTIDE,H,OH,-,CNC[C@@H](C)CCC=O,,,96732635,N.D
291,Mono98,N.D,M098,{nnr:M98},(5R)-5-aminohexanoic acid,C[C@H](CCCC([*])=O)N[*] |$;;;;;;_R2;;;_R1$|,,(5R)-5-aminohexanoic acid,X,Backbone,PEPTIDE,H,OH,-,CN[C@H](C)CCCC=O,,,55291308,N.D
292,Mono99,N.D,M099,{nnr:M99},(5S)-5-aminohexanoic acid,C[C@@H](CCCC([*])=O)N[*] |$;;;;;;_R2;;;_R1$|,,(5S)-5-aminohexanoic acid,X,Backbone,PEPTIDE,H,OH,-,CN[C@@H](C)CCCC=O,,,92276817,N.D
293,Mono100,N.D,MO0,{nnr:MO0},2-[(2R)-2-amino-3-(methylamino)-3-oxopropyl]sulfanylacetic acid,CNC(=O)[C@H](CSCC([*])=O)N[*] |$;;;;;;;;;_R2;;;_R1$|,,2-[(2R)-2-amino-3-(methylamino)-3-oxopropyl]sulfanylacetic acid,C,Backbone,PEPTIDE,H,OH,-,CNC(=O)[C@H](CSCC=O)NC,,,N.D,N.D
294,Mono101,N.D,MO1,{nnr:MO1},"2-[(2R)-2,3-bis(methylamino)-3-oxopropyl]sulfanylacetic acid",CNC(=O)[C@H](CSCC([*])=O)N(C)[*] |$;;;;;;;;;_R2;;;;_R1$|,,"2-[(2R)-2,3-bis(methylamino)-3-oxopropyl]sulfanylacetic acid",C,Backbone,PEPTIDE,H,OH,-,CNC(=O)[C@H](CSCC=O)N(C)C,,,N.D,N.D
295,Mono102,N.D,MO2,{nnr:MO2},"2-[(2S)-pyrrolidin-2-yl]-1,3-thiazole-4-carboxylic acid",[*]N1CCC[C@H]1c1nc(C([*])=O)cs1 |$_R1;;;;;;;;;;_R2;;;$|,,"2-[(2S)-pyrrolidin-2-yl]-1,3-thiazole-4-carboxylic acid",X,Backbone,PEPTIDE,H,OH,-,CN1CCC[C@H]1c1nc(C=O)cs1,,,12993296,N.D
296,Mono103,N.D,MO3,{nnr:MO3},"2-[(2S)-1-[(1R)-1-[5-[(1S)-1-amino-2-phenylethylidene]-1,3,4-oxadiazol-2-yl]propyl]pyrrolidin-2-yl]-1,3-thiazole-2-carboxylic acid",CC[C@H](c1nnc([C@H](Cc2ccccc2)N[*])o1)N1CCC[C@H]1c1nc(C([*])=O)cs1 |$;;;;;;;;;;;;;;;;_R1;;;;;;;;;;;_R2;;;$|,,"2-[(2S)-1-[(1R)-1-[5-[(1S)-1-amino-2-phenylethylidene]-1,3,4-oxadiazol-2-yl]propyl]pyrrolidin-2-yl]-1,3-thiazole-2-carboxylic acid",X,Backbone,PEPTIDE,H,OH,-,CC[C@H](c1nnc([C@H](Cc2ccccc2)NC)o1)N1CCC[C@H]1c1nc(C=O)cs1,,,N.D,N.D
297,Mono104,N.D,MO4,{nnr:MO4},"2-[(1S)-1-amino-3-methylbutyl]-1,3-oxazole-4-carboxylic acid",CC(C)C[C@H](N[*])c1nc(C([*])=O)co1 |$;;;;;;_R1;;;;;_R2;;;$|,,"2-[(1S)-1-amino-3-methylbutyl]-1,3-oxazole-4-carboxylic acid",X,Backbone,PEPTIDE,H,OH,-,CN[C@@H](CC(C)C)c1nc(C=O)co1,,,53382347,N.D
298,Mono105,N.D,MO5,{nnr:MO5},"2-[2-[(2S)-1-[(1R)-1-[5-[(1S)-1-amino-2-(4-hydroxycyclohexa-1,3,5-trien-1-yl)ethyl]-1,3,4-oxadiazol-2-yl]propyl]pyrrolidin-2-yl]-1,3-thiazol-4-yl]acetic acid",CC[C@H](c1nnc([C@H](Cc2ccc(O)cc2)N[*])o1)N1CCC[C@H]1c1nc(C([*])=O)cs1 |$;;;;;;;;;;;;;;;;;_R1;;;;;;;;;;;_R2;;;$|,,"2-[2-[(2S)-1-[(1R)-1-[5-[(1S)-1-amino-2-(4-hydroxycyclohexa-1,3,5-trien-1-yl)ethyl]-1,3,4-oxadiazol-2-yl]propyl]pyrrolidin-2-yl]-1,3-thiazol-4-yl]acetic acid",X,Backbone,PEPTIDE,H,OH,-,CC[C@H](c1nnc([C@H](Cc2ccc(O)cc2)NC)o1)N1CCC[C@H]1c1nc(C=O)cs1,,,N.D,N.D
299,Mono106,N.D,MO6,{nnr:MO6},"2-[(1S)-1-amino-2-phenylethyl]-1,3-oxazole-4-carboxylic acid",[*]N[C@@H](Cc1ccccc1)c1nc(C([*])=O)co1 |$_R1;;;;;;;;;;;;;;_R2;;;$|,,"2-[(1S)-1-amino-2-phenylethyl]-1,3-oxazole-4-carboxylic acid",X,Backbone,PEPTIDE,H,OH,-,CN[C@@H](Cc1ccccc1)c1nc(C=O)co1,,,11521491,N.D
300,Mono107,N.D,MO7,{nnr:MO7},"2-[(1S)-1-[[(1R)-1-[3-[(2S)-2-amino-3-phenylpropylidene]-1,3,4-oxadiazol-2-yl]propyl]amino]-2-methylpropyl]-5H-1,3-thiazole-5-carboxylic acid",CC[C@@H](N[C@H](c1nc(C([*])=O)cs1)C(C)C)c1nnc([C@H](Cc2ccccc2)N[*])o1 |$;;;;;;;;;_R2;;;;;;;;;;;;;;;;;;;;_R1;$|,,"2-[(1S)-1-[[(1R)-1-[3-[(2S)-2-amino-3-phenylpropylidene]-1,3,4-oxadiazol-2-yl]propyl]amino]-2-methylpropyl]-5H-1,3-thiazole-5-carboxylic acid",X,Backbone,PEPTIDE,H,OH,-,CC[C@@H](N[C@H](c1nc(C=O)cs1)C(C)C)c1nnc([C@H](Cc2ccccc2)NC)o1,,,N.D,N.D
301,Mono108,N.D,MO8,{nnr:MO8},"(4R)-2-[5-[(2S)-2,3-diamino-3-oxopropyl]-2H-thiopyran-2-yl]-4,5-dihydro-1,3-thiazole-4-carboxylic acid",[*]N[C@@H](Cc1csc(C2=N[C@H](C([*])=O)CS2)c1)C(N)=O |$_R1;;;;;;;;;;;;_R2;;;;;;;$|,,"(4R)-2-[5-[(2S)-2,3-diamino-3-oxopropyl]-2H-thiopyran-2-yl]-4,5-dihydro-1,3-thiazole-4-carboxylic acid",X,Backbone,PEPTIDE,H,OH,-,CN[C@@H](Cc1csc(C2=N[C@H](C=O)CS2)c1)C(N)=O,,,N.D,N.D
302,Mono109,N.D,MO9,{nnr:MO9},"(4R)-2-[6-[(2S)-2-amino-3-amino-3-oxopropyl]-4H-thiopyran-4-yl]-4,5-dihydro-1,3-thiazole-4-carboxylic acid",[*]N[C@@H](Cc1cc(C2=N[C@H](C([*])=O)CS2)cs1)C(N)=O |$_R1;;;;;;;;;;;_R2;;;;;;;;$|,,"(4R)-2-[6-[(2S)-2-amino-3-amino-3-oxopropyl]-4H-thiopyran-4-yl]-4,5-dihydro-1,3-thiazole-4-carboxylic acid",X,Backbone,PEPTIDE,H,OH,-,CN[C@@H](Cc1cc(C2=N[C@H](C=O)CS2)cs1)C(N)=O,,,N.D,N.D
303,Mono110,N.D,MN0,{nnr:MN0},"(4R)-2-[3-[(2S)-2-amino-3-amino-3-oxopropyl]cyclohepta-2,4,6-trien-1-yl]-4,5-dihydro-1,3-thiazole-4-carboxylic acid",[*]N[C@@H](Cc1cccc(C2=N[C@H](C([*])=O)CS2)c1)C(N)=O |$_R1;;;;;;;;;;;;;_R2;;;;;;;$|,,"(4R)-2-[3-[(2S)-2-amino-3-amino-3-oxopropyl]cyclohepta-2,4,6-trien-1-yl]-4,5-dihydro-1,3-thiazole-4-carboxylic acid",X,Backbone,PEPTIDE,H,OH,-,CN[C@@H](Cc1cccc(C2=N[C@H](C=O)CS2)c1)C(N)=O,,,N.D,N.D
304,Mono111,N.D,MN1,{nnr:MN1},"(4R)-2-[6-[(2S)-2-amino-3-amino-3-oxopropyl]-3H-azepin-8-yl]-4,5-dihydro-1,3-thiazole-4-carboxylic acid",[*]N[C@@H](Cc1cncc(C2=N[C@H](C([*])=O)CS2)c1)C(N)=O |$_R1;;;;;;;;;;;;;_R2;;;;;;;$|,,"(4R)-2-[6-[(2S)-2-amino-3-amino-3-oxopropyl]-3H-azepin-8-yl]-4,5-dihydro-1,3-thiazole-4-carboxylic acid",X,Backbone,PEPTIDE,H,OH,-,CN[C@@H](Cc1cncc(C2=N[C@H](C=O)CS2)c1)C(N)=O,,,N.D,N.D
305,Mono112,N.D,MN2,{nnr:MN2},"(4R)-2-[(2S)-2,3-diamino-3-oxopropyl]-4,5-dihydro-1,3-thiazole-4-carboxylic acid",[*]N[C@@H](CC1=N[C@H](C([*])=O)CS1)C(N)=O |$_R1;;;;;;;;_R2;;;;;;$|,,"(4R)-2-[(2S)-2,3-diamino-3-oxopropyl]-4,5-dihydro-1,3-thiazole-4-carboxylic acid",X,Backbone,PEPTIDE,H,OH,-,CN[C@@H](CC1=N[C@H](C=O)CS1)C(N)=O,,,N.D,N.D
306,ac-,N-Terminal acetic acid,,{nt:ACE},acetic acid,CC([*])=O |$;;_R2;$|,,acetic acid,X,Terminal,PEPTIDE,-,OH,-,CC=O,,,176,N.D
307,deca-,N-Terminal decanoic acid,,{nt:DKA},decanoic acid,CCCCCCCCCC([*])=O |$;;;;;;;;;;_R2;$|,,decanoic acid,X,Terminal,PEPTIDE,-,OH,-,CCCCCCCCCC=O,,,2969,N.D
308,glyco-,N-Terminal glycolic acid,,{nt:GOA},2-hydroxyacetic acid,[*]C(=O)CO |$_R2;;;;$|,,2-hydroxyacetic acid,G,Terminal,PEPTIDE,-,OH,-,O=CCO,,,757,N.D
309,medl-,N-Terminal N-methyl-D-leucine,,{nt:DLN},(2R)-4-methyl-2-(methylamino)pentanoic acid,CN[C@H](CC(C)C)C([*])=O |$;;;;;;;;_R2;$|,,(2R)-4-methyl-2-(methylamino)pentanoic acid,L,Terminal,PEPTIDE,-,OH,-,CN[C@@H](C=O)CC(C)C,,,6951123,Me-D-Leu-OH
310,#NAME?,C-Terminal piperidine,,{ct:PPD},piperidine,[*]N1CCCCC1 |$_R1;;;;;;$|,,piperidine,X,Terminal,PEPTIDE,H,-,-,CN1CCCCC1,,,8082,N.D
311,Mono21-,N.D,M21,{nnr:M21},"(2E,4E)-6-oxohexa-2,4-dienoic acid",[*]C(=O)/C=C/C=C/C=O |$_R2;;;;;;;;$|,,"(2E,4E)-6-oxohexa-2,4-dienoic acid",X,Terminal,PEPTIDE,-,OH,-,O=C/C=C/C=C/C=O,,,6440125,N.D
312,Mono22-,N.D,M22,{nnr:M22},"(4Z,6E)-2,3-dihydroxy-2,6,8-trimethyldeca-4,6-dienoic acid",CCC(C)/C=C(C)/C=C\C(O)C(C)(O)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,,"(4Z,6E)-2,3-dihydroxy-2,6,8-trimethyldeca-4,6-dienoic acid",X,Terminal,PEPTIDE,-,OH,-,CCC(C)/C=C(C)/C=C\C(O)C(C)(O)C=O,,,152753653,N.D
313,dW,D-tryptophan,,W{d},(2R)-2-amino-3-(1H-indol-3-yl)propanoic acid,[*]N[C@H](Cc1c[nH]c2ccccc12)C([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,,(2R)-2-amino-3-(1H-indol-3-yl)propanoic acid,W,Backbone,PEPTIDE,H,OH,-,CN[C@@H](C=O)Cc1c[nH]c2ccccc12,,,9060,H-D-Trp-OH
314,Ala(O->S),N.D,AOS,{nnr:AOS},N.D,C[C@H](N[*])C([*])=S |$;;;_R1;;_R2;$|,,N.D,A,Backbone,PEPTIDE,H,OH,-,CN[C@@H](C)C=S,,,N.D,N.D
315,dAla(O->S),N.D,DAS,{nnr:DAS},N.D,C[C@@H](N[*])C([*])=S |$;;;_R1;;_R2;$|,,N.D,A,Backbone,PEPTIDE,H,OH,-,CN[C@H](C)C=S,,,N.D,N.D
316,Phe(O->S),N.D,PHS,{nnr:PHS},N.D,[*]N[C@@H](Cc1ccccc1)C([*])=S |$_R1;;;;;;;;;;;_R2;$|,,N.D,F,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=S)Cc1ccccc1,,,N.D,N.D
317,Ile(O->S),N.D,IOS,{nnr:IOS},N.D,CC[C@H](C)[C@H](N[*])C([*])=S |$;;;;;;_R1;;_R2;$|,,N.D,I,Backbone,PEPTIDE,H,OH,-,CC[C@H](C)[C@@H](C=S)NC,,,N.D,N.D
318,Lys(O->S),N.D,LOS,{nnr:LOS},N.D,[*]N[C@@H](CCCCN[*])C([*])=S |$_R1;;;;;;;;_R3;;_R2;$|,,N.D,K,Backbone,PEPTIDE,H,OH,H,CNCCCC[C@@H](C=S)NC,,,N.D,N.D
319,Leu(O->S),N.D,LES,{nnr:LES},N.D,CC(C)C[C@H](N[*])C([*])=S |$;;;;;;_R1;;_R2;$|,,N.D,L,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=S)CC(C)C,,,N.D,N.D
320,dLeu(O->S),N.D,DLS,{nnr:DLS},N.D,CC(C)C[C@@H](N[*])C([*])=S |$;;;;;;_R1;;_R2;$|,,N.D,L,Backbone,PEPTIDE,H,OH,-,CN[C@@H](C=S)CC(C)C,,,N.D,N.D
321,Pro(O->S),N.D,POS,{nnr:POS},N.D,[*]N1CCC[C@H]1C([*])=S |$_R1;;;;;;;_R2;$|,,N.D,P,Backbone,PEPTIDE,H,OH,-,CN1CCC[C@H]1C=S,,,N.D,N.D
322,dPro(O->S),N.D,DPS,{nnr:DPS},N.D,[*]N1CCC[C@@H]1C([*])=S |$_R1;;;;;;;_R2;$|,,N.D,P,Backbone,PEPTIDE,H,OH,-,CN1CCC[C@@H]1C=S,,,N.D,N.D
323,Thr(O->S),N.D,TRH,{nnr:TRH},N.D,C[C@@H](O[*])[C@H](N[*])C([*])=S |$;;;_R3;;;_R1;;_R2;$|,,N.D,T,Backbone,PEPTIDE,H,OH,H,CN[C@H](C=S)[C@@H](C)OC,,,N.D,N.D
324,dTrp(O->S),N.D,TDS,{nnr:TDS},N.D,[*]N[C@H](Cc1c[nH]c2ccccc12)C([*])=S |$_R1;;;;;;;;;;;;;;_R2;$|,,N.D,W,Backbone,PEPTIDE,H,OH,-,CN[C@@H](C=S)Cc1c[nH]c2ccccc12,,,N.D,N.D
325,Tyr(O->S),N.D,TOS,{nnr:TOS},N.D,[*]N[C@@H](Cc1ccc(O)cc1)C([*])=S |$_R1;;;;;;;;;;;;_R2;$|,,N.D,Y,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=S)Cc1ccc(O)cc1,,,N.D,N.D
326,Ac3c,N.D,ACR,{nnr:ACR},1-aminocyclopropane-1-carboxylic acid,[*]NC1(C([*])=O)CC1 |$_R1;;;;_R2;;;$|,,1-aminocyclopropane-1-carboxylic acid,X,Backbone,PEPTIDE,H,OH,-,CNC1(C=O)CC1,,,535,H-Ac3c-OH
327,Abu(5-Tet),N.D,ABT,{nnr:ABT},(2S)-2-amino-4-(2H-tetrazol-5-yl)butanoic acid,[*]N[C@@H](CCc1nn[nH]n1)C([*])=O |$_R1;;;;;;;;;;;_R2;$|,,(2S)-2-amino-4-(2H-tetrazol-5-yl)butanoic acid,X,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)CCc1nn[nH]n1,,,44362569,H-Abu(tetrazol-5-yl)-OH
328,Gly(allyl),L-allylglycine,,{nnr:2UM},(2S)-2-aminopent-4-enoic acid,C=CC[C@H](N[*])C([*])=O |$;;;;;_R1;;_R2;$|,,(2S)-2-aminopent-4-enoic acid,G,Backbone,PEPTIDE,H,OH,-,C=CC[C@@H](C=O)NC,,,167529,H-Gly(allyl)-OH
329,#NAME?,C-Terminal pyrrolidine,,{ct:YRP},pyrrolidine,[*]N1CCCC1 |$_R1;;;;;$|,,pyrrolidine,X,Terminal,PEPTIDE,H,-,-,CN1CCCC1,,,31268,N.D
330,Aze,L-azetidine-2-carboxylic acid,AZE,{nnr:AZE},(2S)-azetidine-2-carboxylic acid,[*]N1CC[C@H]1C([*])=O |$_R1;;;;;;_R2;$|,,(2S)-azetidine-2-carboxylic acid,X,Backbone,PEPTIDE,H,OH,-,CN1CC[C@H]1C=O,,,16486,H-Aze-OH
331,Bal(d3-Me),D-3-aminobutyric acid,BUA,{nnr:BUA},(3R)-3-aminobutanoic acid,C[C@H](CC([*])=O)N[*] |$;;;;_R2;;;_R1$|,,(3R)-3-aminobutanoic acid,A,Backbone,PEPTIDE,H,OH,-,CN[C@H](C)CC=O,,,5706670,H-bAla(3R-Me)-OH
332,Me_Bal(d3-Me),N-methyl-D-3-aminobutyric acid,BAM,{nnr:BAM},(3R)-3-(methylamino)butanoic acid,C[C@H](CC([*])=O)N(C)[*] |$;;;;_R2;;;;_R1$|,,(3R)-3-(methylamino)butanoic acid,A,Backbone,PEPTIDE,H,OH,-,C[C@H](CC=O)N(C)C,,,22865769,Me-bAla(3R-Me)-OH
333,Bal(d3-EtPh),N.D,BRE,{nnr:BRE},(3R)-3-amino-5-phenylpentanoic acid,[*]N[C@H](CCc1ccccc1)CC([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,,(3R)-3-amino-5-phenylpentanoic acid,A,Backbone,PEPTIDE,H,OH,-,CN[C@@H](CC=O)CCc1ccccc1,,,7009759,H-bAla(3R-EtPh)-OH
334,meH,N-methyl-L-histidine,,{nnr:IIT},(2S)-3-(1H-imidazol-5-yl)-2-(methylamino)propanoic acid,CN([*])[C@@H](Cc1c[nH]cn1)C([*])=O |$;;_R1;;;;;;;;;_R2;$|,,(2S)-3-(1H-imidazol-5-yl)-2-(methylamino)propanoic acid,H,Backbone,PEPTIDE,H,OH,-,CN(C)[C@H](C=O)Cc1c[nH]cn1,,,90638,Me-His-OH
335,Phe(3-Cl),3-chloro-L-phenylalanine,,{nnr:ZDY},(2S)-2-amino-3-(3-chlorophenyl)propanoic acid,[*]N[C@@H](Cc1cccc(Cl)c1)C([*])=O |$_R1;;;;;;;;;;;;_R2;$|,,(2S)-2-amino-3-(3-chlorophenyl)propanoic acid,F,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)Cc1cccc(Cl)c1,,,2761492,H-Phe(3-Cl)-OH
336,Phe(3-F),3-fluoro-L-phenylalanine,,{nnr:FZD},(2S)-2-amino-3-(3-fluorophenyl)propanoic acid,[*]N[C@@H](Cc1cccc(F)c1)C([*])=O |$_R1;;;;;;;;;;;;_R2;$|,,(2S)-2-amino-3-(3-fluorophenyl)propanoic acid,F,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)Cc1cccc(F)c1,,,716315,H-Phe(3-F)-OH
337,Phe(4-Cl),4-chloro-L-phenylalanine,,{nnr:YDC},(2S)-2-amino-3-(4-chlorophenyl)propanoic acid,[*]N[C@@H](Cc1ccc(Cl)cc1)C([*])=O |$_R1;;;;;;;;;;;;_R2;$|,,(2S)-2-amino-3-(4-chlorophenyl)propanoic acid,F,Backbone,PEPTIDE,H,OH,-,CN[C@H](C=O)Cc1ccc(Cl)cc1,,,736190,H-Phe(4-Cl)-OH
338,Mono113,N.D,MN3,{nnr:MN3},(2R)-3-amino-2-methylpropanoic acid,C[C@H](CN[*])C([*])=O |$;;;;_R1;;_R2;$|,,(2R)-3-amino-2-methylpropanoic acid,X,Backbone,PEPTIDE,H,OH,-,CNC[C@@H](C)C=O,,,5459822,H-bAib(R)-OH
